Name,Dateiname,Layer,Position X,Position Y,Position Z
LB,ODS2P429.DWG,FEUER,8.61,-1687.78,0.00
LB,ODS2P429.DWG,FEUER,18.23,-1690.59,0.00
LB,ODS2P429.DWG,FEUER,16.09,-1688.95,0.00
LB,ODS2P429.DWG,FEUER,22.47,-1697.45,0.00
LB,ODS4P267.DWG,FEUER,-407.12,-1648.02,0.00
LB,ODS2P429.DWG,FEUER,27.42,-1696.76,0.00
LB,ODS2P429.DWG,FEUER,19.43,-1693.35,0.00
LB,ODS2P429.DWG,FEUER,28.20,-1694.12,0.00
LB,ODS4P267.DWG,FEUER,-387.93,-1643.05,0.00
LB,ODS4P267.DWG,FEUER,-368.89,-1640.05,0.00
LB,ODS4P267.DWG,FEUER,-369.18,-1635.63,0.00
LB,ODS4P267.DWG,FEUER,-360.97,-1637.53,0.00
LB,ODS4P267.DWG,FEUER,-364.24,-1636.44,0.00
LB,ODS4P267.DWG,FEUER,-363.44,-1639.24,0.00
LB,ODS4P267.DWG,FEUER,-366.71,-1628.34,0.00
LB,ODS4P267.DWG,FEUER,-364.24,-1627.52,0.00
LB,ODS4P267.DWG,FEUER,-369.69,-1626.22,0.00
LB,ODS4P267.DWG,FEUER,-374.48,-1639.30,0.00
LB,ODS4P267.DWG,FEUER,-367.14,-1624.93,0.00
LB,ODS4P267.DWG,FEUER,-366.13,-1637.81,0.00
LB,ODS4P267.DWG,FEUER,-382.33,-1638.76,0.00
LB,ODS4P267.DWG,FEUER,-380.23,-1638.28,0.00
LB,ODS4P267.DWG,FEUER,-383.64,-1641.01,0.00
LB,ODS4P267.DWG,FEUER,-388.00,-1639.58,0.00
LB,ODS4P267.DWG,FEUER,-385.97,-1640.87,0.00
LB,ODS4P267.DWG,FEUER,-391.06,-1655.11,0.00
LB,ODS4P267.DWG,FEUER,-371.80,-1638.28,0.00
LB,ODS4P267.DWG,FEUER,-389.53,-1652.04,0.00
LB,ODS4P267.DWG,FEUER,-382.19,-1642.23,0.00
LB,ODS4P267.DWG,FEUER,-383.35,-1649.66,0.00
LB,ODS2P429.DWG,FEUER,18.35,-1686.87,0.00
LB,ODS2P429.DWG,FEUER,-102.02,-1685.88,0.00
LB,ODS2P429.DWG,FEUER,-100.28,-1684.21,0.00
LB,ODS2P429.DWG,FEUER,-99.68,-1686.35,0.00
LB,ODS2P429.DWG,FEUER,-38.79,-1755.12,0.00
LB,ODS2P429.DWG,FEUER,-101.02,-1688.44,0.00
LB,ODS2P429.DWG,FEUER,-99.11,-1674.99,0.00
LB,ODS2P429.DWG,FEUER,-97.59,-1676.57,0.00
LB,ODS2P429.DWG,FEUER,-99.38,-1677.99,0.00
LB,ODS2P429.DWG,FEUER,-101.44,-1681.35,0.00
LB,ODS2P429.DWG,FEUER,-99.40,-1681.36,0.00
LB,ODS2P429.DWG,FEUER,-41.12,-1753.58,0.00
LB,ODS2P429.DWG,FEUER,-56.09,-1758.59,0.00
LB,ODS2P429.DWG,FEUER,-55.26,-1755.54,0.00
LB,ODS2P429.DWG,FEUER,-54.27,-1760.95,0.00
LB,ODS2P429.DWG,FEUER,-58.22,-1755.73,0.00
LB,ODS2P429.DWG,FEUER,-51.58,-1763.11,0.00
LB,ODS2P429.DWG,FEUER,-48.37,-1755.32,0.00
LB,ODS2P429.DWG,FEUER,-44.95,-1753.86,0.00
LB,ODS2P429.DWG,FEUER,-48.40,-1760.58,0.00
LB,ODS2P429.DWG,FEUER,-53.13,-1757.79,0.00
LB,ODS2P429.DWG,FEUER,-50.79,-1759.69,0.00
LB,ODS2P429.DWG,FEUER,-70.48,-1689.53,0.00
LB,ODS2P429.DWG,FEUER,12.00,-1674.09,0.00
LB,ODS2P429.DWG,FEUER,13.13,-1672.31,0.00
LB,ODS2P429.DWG,FEUER,3.88,-1676.23,0.00
LB,ODS2P429.DWG,FEUER,-60.96,-1681.58,0.00
LB,ODS2P429.DWG,FEUER,2.36,-1674.90,0.00
LB,ODS2P429.DWG,FEUER,17.10,-1682.38,0.00
LB,ODS2P429.DWG,FEUER,15.17,-1680.99,0.00
LB,ODS2P429.DWG,FEUER,17.94,-1678.71,0.00
LB,ODS2P429.DWG,FEUER,11.67,-1678.78,0.00
LB,ODS2P429.DWG,FEUER,14.52,-1678.90,0.00
LB,ODS2P429.DWG,FEUER,-52.55,-1683.46,0.00
LB,ODS2P429.DWG,FEUER,-60.31,-1693.10,0.00
LB,ODS2P429.DWG,FEUER,-62.84,-1690.84,0.00
LB,ODS2P429.DWG,FEUER,-66.62,-1691.49,0.00
LB,ODS2P429.DWG,FEUER,-68.09,-1689.39,0.00
LB,ODS2P429.DWG,FEUER,-65.13,-1689.15,0.00
LB,ODS2P429.DWG,FEUER,-62.04,-1684.68,0.00
LB,ODS2P429.DWG,FEUER,-56.37,-1682.32,0.00
LB,ODS2P429.DWG,FEUER,-59.60,-1685.82,0.00
LB,ODS2P429.DWG,FEUER,-61.60,-1688.00,0.00
LB,ODS2P429.DWG,FEUER,-59.37,-1689.79,0.00
LB,ODS4P364.DWG,FEUER,-446.00,-1618.00,0.00
LB,ODS4P366.DWG,FEUER,-364.43,-1590.88,0.00
LB,ODS4P366.DWG,FEUER,-367.31,-1585.81,0.00
LB,ODS4P366.DWG,FEUER,-346.69,-1606.87,0.00
LB,ODS4P366.DWG,FEUER,-345.85,-1602.12,0.00
LB,ODS4P366.DWG,FEUER,-343.65,-1605.13,0.00
LB,ODS4P366.DWG,FEUER,-381.50,-1584.86,0.00
LB,ODS4P366.DWG,FEUER,-328.44,-1606.72,0.00
LB,ODS4P366.DWG,FEUER,-378.12,-1585.02,0.00
LB,ODS4P366.DWG,FEUER,-364.60,-1586.28,0.00
LB,ODS4P366.DWG,FEUER,-373.73,-1585.49,0.00
LB,ODS4P366.DWG,FEUER,-349.39,-1601.49,0.00
LB,ODS4P366.DWG,FEUER,-366.29,-1601.49,0.00
LB,ODS4P366.DWG,FEUER,-364.10,-1598.64,0.00
LB,ODS4P366.DWG,FEUER,-368.49,-1605.45,0.00
LB,ODS4P366.DWG,FEUER,-378.46,-1600.38,0.00
LB,ODS4P366.DWG,FEUER,-374.91,-1602.44,0.00
LB,ODS4P366.DWG,FEUER,-353.11,-1605.61,0.00
LB,ODS4P366.DWG,FEUER,-354.80,-1608.46,0.00
LB,ODS4P366.DWG,FEUER,-356.66,-1605.45,0.00
LB,ODS4P366.DWG,FEUER,-360.04,-1600.85,0.00
LB,ODS4P366.DWG,FEUER,-355.48,-1600.06,0.00
LB,ODS4P366.DWG,FEUER,-323.71,-1606.72,0.00
LB,ODS4P366.DWG,FEUER,-278.08,-1562.37,0.00
LB,ODS4P366.DWG,FEUER,-335.54,-1545.73,0.00
LB,ODS4P366.DWG,FEUER,-280.62,-1544.63,0.00
LB,ODS4P366.DWG,FEUER,-285.18,-1551.12,0.00
LB,ODS4P366.DWG,FEUER,-283.15,-1547.79,0.00
LB,ODS4P468.DWG,FEUER,-330.52,-1714.51,0.00
LB,ODS4P468.DWG,FEUER,-326.74,-1714.76,0.00
LB,ODS4P366.DWG,FEUER,-326.92,-1545.26,0.00
LB,ODS4P366.DWG,FEUER,-334.02,-1542.57,0.00
LB,ODS4P366.DWG,FEUER,-330.30,-1543.52,0.00
LB,ODS4P366.DWG,FEUER,-284.50,-1553.50,0.00
LB,ODS4P366.DWG,FEUER,-312.72,-1600.06,0.00
LB,ODS4P366.DWG,FEUER,-309.01,-1600.38,0.00
LB,ODS4P366.DWG,FEUER,-311.03,-1602.60,0.00
LB,ODS4P366.DWG,FEUER,-325.40,-1609.09,0.00
LB,ODS4P366.DWG,FEUER,-327.09,-1611.94,0.00
LB,ODS4P366.DWG,FEUER,-298.19,-1597.85,0.00
LB,ODS4P366.DWG,FEUER,-294.30,-1595.63,0.00
LB,ODS4P366.DWG,FEUER,-303.09,-1602.76,0.00
LB,ODS4P366.DWG,FEUER,-305.12,-1600.22,0.00
LB,ODS4P366.DWG,FEUER,-301.23,-1600.70,0.00
LB,ODS4P366.DWG,FEUER,-377.95,-1604.81,0.00
LB,ODS4P366.DWG,FEUER,-309.18,-1667.70,0.00
LB,ODS4P366.DWG,FEUER,-300.39,-1657.88,0.00
LB,ODS4P366.DWG,FEUER,-306.30,-1664.21,0.00
LB,ODS4P366.DWG,FEUER,-293.12,-1668.80,0.00
LB,ODS4P366.DWG,FEUER,-294.81,-1664.53,0.00
LB,ODS4P366.DWG,FEUER,-301.23,-1638.08,0.00
LB,ODS4P366.DWG,FEUER,-297.68,-1643.14,0.00
LB,ODS4P366.DWG,FEUER,-293.12,-1635.86,0.00
LB,ODS4P366.DWG,FEUER,-296.16,-1639.03,0.00
LB,ODS4P366.DWG,FEUER,-298.19,-1635.70,0.00
LB,ODS4P366.DWG,FEUER,-298.19,-1668.33,0.00
LB,ODS4P366.DWG,FEUER,-289.40,-1676.72,0.00
LB,ODS4P366.DWG,FEUER,-283.49,-1676.88,0.00
LB,ODS4P366.DWG,FEUER,-293.12,-1676.88,0.00
LB,ODS4P366.DWG,FEUER,-303.60,-1676.88,0.00
LB,ODS4P366.DWG,FEUER,-298.02,-1676.88,0.00
LB,ODS4P366.DWG,FEUER,-291.94,-1681.32,0.00
LB,ODS4P366.DWG,FEUER,-303.09,-1668.01,0.00
LB,ODS4P366.DWG,FEUER,-286.70,-1680.68,0.00
LB,ODS4P366.DWG,FEUER,-277.41,-1676.72,0.00
LB,ODS4P366.DWG,FEUER,-281.29,-1680.53,0.00
LB,ODS4P366.DWG,FEUER,-303.94,-1634.28,0.00
LB,ODS4P366.DWG,FEUER,-318.98,-1668.80,0.00
LB,ODS4P366.DWG,FEUER,-379.14,-1617.96,0.00
LB,ODS4P366.DWG,FEUER,-331.31,-1653.28,0.00
LB,ODS4P366.DWG,FEUER,-323.03,-1654.87,0.00
LB,ODS4P366.DWG,FEUER,-319.48,-1656.45,0.00
LB,ODS4P366.DWG,FEUER,-373.90,-1607.35,0.00
LB,ODS4P366.DWG,FEUER,-377.95,-1609.88,0.00
LB,ODS4P366.DWG,FEUER,-370.01,-1608.46,0.00
LB,ODS4P366.DWG,FEUER,-376.09,-1614.79,0.00
LB,ODS4P366.DWG,FEUER,-373.22,-1611.63,0.00
LB,ODS4P366.DWG,FEUER,-326.41,-1651.38,0.00
LB,ODS4P366.DWG,FEUER,-315.43,-1635.07,0.00
LB,ODS4P366.DWG,FEUER,-321.51,-1636.81,0.00
LB,ODS4P366.DWG,FEUER,-297.85,-1632.69,0.00
LB,ODS4P366.DWG,FEUER,-305.63,-1631.58,0.00
LB,ODS4P366.DWG,FEUER,-301.74,-1631.90,0.00
LB,ODS4P366.DWG,FEUER,-330.47,-1647.74,0.00
LB,ODS4P366.DWG,FEUER,-327.09,-1645.36,0.00
LB,ODS4P366.DWG,FEUER,-330.64,-1642.35,0.00
LB,ODS4P366.DWG,FEUER,-318.98,-1631.90,0.00
LB,ODS4P366.DWG,FEUER,-327.93,-1635.23,0.00
LB,ODS4P468.DWG,FEUER,-322.83,-1715.01,0.00
LB,ODS4P468.DWG,FEUER,-278.31,-1699.46,0.00
LB,ODS4P468.DWG,FEUER,-275.21,-1700.09,0.00
LB,ODS4P468.DWG,FEUER,-276.02,-1696.81,0.00
LB,ODS4P468.DWG,FEUER,-263.61,-1704.65,0.00
LB,ODS4P468.DWG,FEUER,-267.39,-1707.30,0.00
LB,ODS4P468.DWG,FEUER,-271.70,-1706.29,0.00
LB,ODS4P468.DWG,FEUER,-273.73,-1709.70,0.00
LB,ODS4P468.DWG,FEUER,-277.23,-1706.92,0.00
LB,ODS4P468.DWG,FEUER,-278.18,-1702.62,0.00
LB,ODS4P468.DWG,FEUER,-273.73,-1703.89,0.00
LB,ODS4P468.DWG,FEUER,-266.71,-1700.09,0.00
LB,ODS4P468.DWG,FEUER,-269.27,-1680.62,0.00
LB,ODS4P468.DWG,FEUER,-263.61,-1686.82,0.00
LB,ODS4P468.DWG,FEUER,-268.19,-1685.43,0.00
LB,ODS4P468.DWG,FEUER,-276.02,-1690.11,0.00
LB,ODS4P468.DWG,FEUER,-269.81,-1688.97,0.00
LB,ODS4P468.DWG,FEUER,-263.61,-1694.40,0.00
LB,ODS4P468.DWG,FEUER,-264.15,-1698.32,0.00
LB,ODS4P468.DWG,FEUER,-266.98,-1695.04,0.00
LB,ODS4P468.DWG,FEUER,-266.44,-1689.60,0.00
LB,ODS4P468.DWG,FEUER,-269.14,-1692.25,0.00
LB,ODS4P468.DWG,FEUER,-278.04,-1711.09,0.00
LB,ODS4P468.DWG,FEUER,-298.14,-1699.71,0.00
LB,ODS4P468.DWG,FEUER,-295.44,-1703.25,0.00
LB,ODS4P468.DWG,FEUER,-294.09,-1693.27,0.00
LB,ODS4P468.DWG,FEUER,-291.40,-1693.77,0.00
LB,ODS4P468.DWG,FEUER,-288.97,-1691.24,0.00
LB,ODS4P468.DWG,FEUER,-301.92,-1706.79,0.00
LB,ODS4P468.DWG,FEUER,-300.84,-1703.89,0.00
LB,ODS4P468.DWG,FEUER,-302.73,-1711.73,0.00
LB,ODS4P468.DWG,FEUER,-298.01,-1706.04,0.00
LB,ODS4P468.DWG,FEUER,-299.62,-1709.58,0.00
LB,ODS4P468.DWG,FEUER,-291.40,-1698.83,0.00
LB,ODS4P468.DWG,FEUER,-269.00,-1711.35,0.00
LB,ODS4P468.DWG,FEUER,-263.20,-1709.07,0.00
LB,ODS4P468.DWG,FEUER,-271.97,-1713.75,0.00
LB,ODS4P468.DWG,FEUER,-280.74,-1713.37,0.00
LB,ODS4P468.DWG,FEUER,-275.34,-1714.63,0.00
LB,ODS4P468.DWG,FEUER,-292.88,-1707.05,0.00
LB,ODS4P468.DWG,FEUER,-291.94,-1702.12,0.00
LB,ODS4P468.DWG,FEUER,-294.77,-1710.21,0.00
LB,ODS4P468.DWG,FEUER,-299.36,-1714.63,0.00
LB,ODS4P468.DWG,FEUER,-297.06,-1712.86,0.00
LB,ODS4P468.DWG,FEUER,-274.00,-1687.96,0.00
LB,ODS4P468.DWG,FEUER,-320.67,-1656.60,0.00
LB,ODS4P468.DWG,FEUER,-315.81,-1647.50,0.00
LB,ODS4P468.DWG,FEUER,-324.18,-1659.51,0.00
LB,ODS4P468.DWG,FEUER,-325.25,-1663.81,0.00
LB,ODS4P468.DWG,FEUER,-322.42,-1661.66,0.00
LB,ODS4P468.DWG,FEUER,-305.43,-1645.35,0.00
LB,ODS4P468.DWG,FEUER,-303.40,-1643.83,0.00
LB,ODS4P468.DWG,FEUER,-308.39,-1644.97,0.00
LB,ODS4P468.DWG,FEUER,-312.17,-1645.60,0.00
LB,ODS4P468.DWG,FEUER,-309.61,-1647.75,0.00
LB,ODS4P468.DWG,FEUER,-323.64,-1666.97,0.00
LB,ODS4P468.DWG,FEUER,-331.06,-1686.94,0.00
LB,ODS4P468.DWG,FEUER,-332.00,-1683.28,0.00
LB,ODS4P468.DWG,FEUER,-334.70,-1686.44,0.00
LB,ODS4P468.DWG,FEUER,-340.50,-1688.21,0.00
LB,ODS4P468.DWG,FEUER,-338.20,-1686.06,0.00
LB,ODS4P468.DWG,FEUER,-329.57,-1669.50,0.00
LB,ODS4P468.DWG,FEUER,-327.41,-1666.46,0.00
LB,ODS4P468.DWG,FEUER,-326.47,-1671.01,0.00
LB,ODS4P468.DWG,FEUER,-328.63,-1683.15,0.00
LB,ODS4P468.DWG,FEUER,-328.36,-1686.94,0.00
LB,ODS4P468.DWG,FEUER,-296.52,-1652.05,0.00
LB,ODS4P468.DWG,FEUER,-282.22,-1675.94,0.00
LB,ODS4P468.DWG,FEUER,-285.73,-1674.93,0.00
LB,ODS4P468.DWG,FEUER,-279.80,-1673.04,0.00
LB,ODS4P468.DWG,FEUER,-289.51,-1672.53,0.00
LB,ODS4P468.DWG,FEUER,-284.65,-1671.77,0.00
LB,ODS4P468.DWG,FEUER,-282.49,-1684.92,0.00
LB,ODS4P468.DWG,FEUER,-278.04,-1686.56,0.00
LB,ODS4P468.DWG,FEUER,-279.12,-1683.40,0.00
LB,ODS4P468.DWG,FEUER,-282.76,-1680.75,0.00
LB,ODS4P468.DWG,FEUER,-279.12,-1678.85,0.00
LB,ODS4P468.DWG,FEUER,-292.61,-1643.70,0.00
LB,ODS4P468.DWG,FEUER,-294.63,-1655.59,0.00
LB,ODS4P468.DWG,FEUER,-299.62,-1657.74,0.00
LB,ODS4P468.DWG,FEUER,-291.13,-1655.08,0.00
LB,ODS4P468.DWG,FEUER,-293.15,-1652.17,0.00
LB,ODS4P468.DWG,FEUER,-289.51,-1652.30,0.00
LB,ODS4P468.DWG,FEUER,-289.24,-1646.36,0.00
LB,ODS4P468.DWG,FEUER,-286.14,-1649.27,0.00
LB,ODS4P468.DWG,FEUER,-288.70,-1657.36,0.00
LB,ODS4P468.DWG,FEUER,-296.25,-1658.37,0.00
LB,ODS4P468.DWG,FEUER,-291.67,-1657.86,0.00
LB,ODS4P366.DWG,FEUER,-305.80,-1672.61,0.00
LB,ODS4P364.DWG,FEUER,-394.00,-1544.00,0.00
LB,ODS4P364.DWG,FEUER,-394.00,-1540.00,0.00
LB,ODS4P364.DWG,FEUER,-396.00,-1542.00,0.00
LB,ODS4P364.DWG,FEUER,-356.00,-1514.00,0.00
LB,ODS4P364.DWG,FEUER,-398.00,-1546.00,0.00
LB,ODS4P364.DWG,FEUER,-402.00,-1518.00,0.00
LB,ODS4P364.DWG,FEUER,-398.00,-1518.00,0.00
LB,ODS4P364.DWG,FEUER,-400.00,-1522.00,0.00
LB,ODS4P364.DWG,FEUER,-402.00,-1526.00,0.00
LB,ODS4P364.DWG,FEUER,-404.00,-1522.00,0.00
LB,ODS4P364.DWG,FEUER,-358.00,-1512.00,0.00
LB,ODS4P364.DWG,FEUER,-380.00,-1560.00,0.00
LB,ODS4P364.DWG,FEUER,-376.00,-1560.00,0.00
LB,ODS4P364.DWG,FEUER,-434.00,-1650.00,0.00
LB,ODS4P364.DWG,FEUER,-424.00,-1654.00,0.00
LB,ODS4P364.DWG,FEUER,-428.00,-1654.00,0.00
LB,ODS4P364.DWG,FEUER,-376.00,-1568.00,0.00
LB,ODS4P364.DWG,FEUER,-358.00,-1508.00,0.00
LB,ODS4P364.DWG,FEUER,-370.00,-1564.00,0.00
LB,ODS4P364.DWG,FEUER,-378.00,-1564.00,0.00
LB,ODS4P364.DWG,FEUER,-374.00,-1564.00,0.00
LB,ODS4P364.DWG,FEUER,-406.00,-1518.00,0.00
LB,ODS4P364.DWG,FEUER,-440.00,-1580.00,0.00
LB,ODS4P364.DWG,FEUER,-436.00,-1580.00,0.00
LB,ODS4P364.DWG,FEUER,-438.00,-1582.00,0.00
LB,ODS4P364.DWG,FEUER,-438.00,-1574.00,0.00
LB,ODS4P364.DWG,FEUER,-438.00,-1578.00,0.00
LB,ODS4P364.DWG,FEUER,-448.00,-1580.00,0.00
LB,ODS4P364.DWG,FEUER,-450.00,-1584.00,0.00
LB,ODS4P364.DWG,FEUER,-446.00,-1584.00,0.00
LB,ODS4P364.DWG,FEUER,-436.00,-1576.00,0.00
LB,ODS4P364.DWG,FEUER,-440.00,-1576.00,0.00
LB,ODS4P364.DWG,FEUER,-458.00,-1536.00,0.00
LB,ODS4P364.DWG,FEUER,-440.00,-1546.00,0.00
LB,ODS4P364.DWG,FEUER,-438.00,-1550.00,0.00
LB,ODS4P364.DWG,FEUER,-408.00,-1522.00,0.00
LB,ODS4P364.DWG,FEUER,-396.00,-1510.00,0.00
LB,ODS4P364.DWG,FEUER,-400.00,-1508.00,0.00
LB,ODS4P364.DWG,FEUER,-454.00,-1544.00,0.00
LB,ODS4P364.DWG,FEUER,-456.00,-1540.00,0.00
LB,ODS4P364.DWG,FEUER,-458.00,-1544.00,0.00
LB,ODS4P364.DWG,FEUER,-438.00,-1556.00,0.00
LB,ODS4P364.DWG,FEUER,-442.00,-1550.00,0.00
LB,ODS4P364.DWG,FEUER,-422.00,-1650.00,0.00
LB,ODS4P364.DWG,FEUER,-426.00,-1610.00,0.00
LB,ODS4P364.DWG,FEUER,-422.00,-1610.00,0.00
LB,ODS4P364.DWG,FEUER,-428.00,-1606.00,0.00
LB,ODS4P364.DWG,FEUER,-436.00,-1606.00,0.00
LB,ODS4P364.DWG,FEUER,-432.00,-1606.00,0.00
LB,ODS4P364.DWG,FEUER,-412.00,-1614.00,0.00
LB,ODS4P364.DWG,FEUER,-418.00,-1614.00,0.00
LB,ODS4P364.DWG,FEUER,-410.00,-1610.00,0.00
LB,ODS4P364.DWG,FEUER,-418.00,-1610.00,0.00
LB,ODS4P364.DWG,FEUER,-414.00,-1610.00,0.00
LB,ODS4P364.DWG,FEUER,-440.00,-1606.00,0.00
LB,ODS4P364.DWG,FEUER,-436.00,-1614.00,0.00
LB,ODS4P364.DWG,FEUER,-432.00,-1614.00,0.00
LB,ODS4P364.DWG,FEUER,-440.00,-1614.00,0.00
LB,ODS4P364.DWG,FEUER,-450.00,-1618.00,0.00
LB,ODS4P364.DWG,FEUER,-444.00,-1614.00,0.00
LB,ODS4P364.DWG,FEUER,-442.00,-1610.00,0.00
LB,ODS4P364.DWG,FEUER,-444.00,-1606.00,0.00
LB,ODS4P364.DWG,FEUER,-438.00,-1610.00,0.00
LB,ODS4P364.DWG,FEUER,-428.00,-1614.00,0.00
LB,ODS4P364.DWG,FEUER,-430.00,-1610.00,0.00
LB,ODS4P364.DWG,FEUER,-424.00,-1606.00,0.00
LB,ODS4P364.DWG,FEUER,-420.00,-1598.00,0.00
LB,ODS4P364.DWG,FEUER,-438.00,-1594.00,0.00
LB,ODS4P364.DWG,FEUER,-432.00,-1598.00,0.00
LB,ODS4P364.DWG,FEUER,-440.00,-1598.00,0.00
LB,ODS4P364.DWG,FEUER,-436.00,-1598.00,0.00
LB,ODS4P364.DWG,FEUER,-430.00,-1650.00,0.00
LB,ODS4P364.DWG,FEUER,-426.00,-1650.00,0.00
LB,ODS4P364.DWG,FEUER,-384.00,-1620.00,0.00
LB,ODS4P364.DWG,FEUER,-434.00,-1594.00,0.00
LB,ODS4P364.DWG,FEUER,-384.00,-1624.00,0.00
LB,ODS4P364.DWG,FEUER,-442.00,-1602.00,0.00
LB,ODS4P364.DWG,FEUER,-414.00,-1602.00,0.00
LB,ODS4P364.DWG,FEUER,-418.00,-1602.00,0.00
LB,ODS4P364.DWG,FEUER,-412.00,-1606.00,0.00
LB,ODS4P364.DWG,FEUER,-420.00,-1606.00,0.00
